"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12082","Should view task info","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:20:52 UTC 2026","","test.mobile.taskInfo.TaskInfoTest","test.mobile.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","27540","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:21:08 UTC 2026","","test.desktop.translation.LanguageSupportTest","test.desktop.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","28811","Should edit task","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:21:08 UTC 2026","","test.mobile.editTask.EditTaskTest","test.mobile.editTask.EditTaskTest","shouldEditTask"
"","21271","Should delete task","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:21:01 UTC 2026","","test.desktop.deleteTask.DeleteTaskTest","test.desktop.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","22300","Should create task","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:21:02 UTC 2026","","test.desktop.createTask.CreateTaskTest","test.desktop.createTask.CreateTaskTest","shouldCreateTask"
"","28373","Should view task info","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:21:08 UTC 2026","","test.desktop.taskInfo.TaskInfoTest","test.desktop.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","28332","Should create task","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:21:09 UTC 2026","","test.mobile.createTask.CreateTaskTest","test.mobile.createTask.CreateTaskTest","shouldCreateTask"
"","32334","Should edit task","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:21:13 UTC 2026","","test.desktop.editTask.EditTaskTest","test.desktop.editTask.EditTaskTest","shouldEditTask"
"","12577","Should delete task","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:20:53 UTC 2026","","test.mobile.deleteTask.DeleteTaskTest","test.mobile.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","12751","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Thu Jun 18 15:20:40 UTC 2026","passed","Thu Jun 18 15:20:53 UTC 2026","","test.mobile.translation.LanguageSupportTest","test.mobile.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
