"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37881","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Sat Aug 22 20:00:55 UTC 2026","passed","Sat Aug 22 20:01:33 UTC 2026","","test.mobile.translation.LanguageSupportTest","test.mobile.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","15949","Should view task info","","Sat Aug 22 20:00:56 UTC 2026","passed","Sat Aug 22 20:01:12 UTC 2026","","test.mobile.taskInfo.TaskInfoTest","test.mobile.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","16700","Should view task info","","Sat Aug 22 20:00:55 UTC 2026","passed","Sat Aug 22 20:01:12 UTC 2026","","test.desktop.taskInfo.TaskInfoTest","test.desktop.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","36152","Should edit task","","Sat Aug 22 20:00:56 UTC 2026","passed","Sat Aug 22 20:01:32 UTC 2026","","test.mobile.editTask.EditTaskTest","test.mobile.editTask.EditTaskTest","shouldEditTask"
"","36536","Should create task","","Sat Aug 22 20:00:56 UTC 2026","passed","Sat Aug 22 20:01:33 UTC 2026","","test.desktop.createTask.CreateTaskTest","test.desktop.createTask.CreateTaskTest","shouldCreateTask"
"","27292","Should create task","","Sat Aug 22 20:00:56 UTC 2026","passed","Sat Aug 22 20:01:23 UTC 2026","","test.mobile.createTask.CreateTaskTest","test.mobile.createTask.CreateTaskTest","shouldCreateTask"
"","16620","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Sat Aug 22 20:00:56 UTC 2026","passed","Sat Aug 22 20:01:13 UTC 2026","","test.desktop.translation.LanguageSupportTest","test.desktop.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","41651","Should edit task","","Sat Aug 22 20:00:55 UTC 2026","passed","Sat Aug 22 20:01:37 UTC 2026","","test.desktop.editTask.EditTaskTest","test.desktop.editTask.EditTaskTest","shouldEditTask"
"","42172","Should delete task","","Sat Aug 22 20:00:55 UTC 2026","passed","Sat Aug 22 20:01:38 UTC 2026","","test.desktop.deleteTask.DeleteTaskTest","test.desktop.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","27965","Should delete task","","Sat Aug 22 20:00:56 UTC 2026","passed","Sat Aug 22 20:01:24 UTC 2026","","test.mobile.deleteTask.DeleteTaskTest","test.mobile.deleteTask.DeleteTaskTest","shouldDeleteTask"
