"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31195","Should delete task","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:12 UTC 2026","","test.mobile.deleteTask.DeleteTaskTest","test.mobile.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","27876","Should edit task","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:08 UTC 2026","","test.desktop.editTask.EditTaskTest","test.desktop.editTask.EditTaskTest","shouldEditTask"
"","20154","Should view task info","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:01 UTC 2026","","test.desktop.taskInfo.TaskInfoTest","test.desktop.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","20377","Should create task","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:01 UTC 2026","","test.mobile.createTask.CreateTaskTest","test.mobile.createTask.CreateTaskTest","shouldCreateTask"
"","27810","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:08 UTC 2026","","test.desktop.translation.LanguageSupportTest","test.desktop.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","21412","Should edit task","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:02 UTC 2026","","test.mobile.editTask.EditTaskTest","test.mobile.editTask.EditTaskTest","shouldEditTask"
"","31927","Should create task","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:13 UTC 2026","","test.desktop.createTask.CreateTaskTest","test.desktop.createTask.CreateTaskTest","shouldCreateTask"
"","29547","Should delete task","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:16:10 UTC 2026","","test.desktop.deleteTask.DeleteTaskTest","test.desktop.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","12181","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:15:53 UTC 2026","","test.mobile.translation.LanguageSupportTest","test.mobile.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","12205","Should view task info","","Mon Jun 08 15:15:41 UTC 2026","passed","Mon Jun 08 15:15:53 UTC 2026","","test.mobile.taskInfo.TaskInfoTest","test.mobile.taskInfo.TaskInfoTest","shouldViewTaskInfo"
