"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40414","Should delete task","","Tue Aug 25 07:58:17 UTC 2026","passed","Tue Aug 25 07:58:57 UTC 2026","","test.desktop.deleteTask.DeleteTaskTest","test.desktop.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","16211","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Tue Aug 25 07:58:18 UTC 2026","passed","Tue Aug 25 07:58:34 UTC 2026","","test.desktop.translation.LanguageSupportTest","test.desktop.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","34637","Should create task","","Tue Aug 25 07:58:18 UTC 2026","passed","Tue Aug 25 07:58:53 UTC 2026","","test.mobile.createTask.CreateTaskTest","test.mobile.createTask.CreateTaskTest","shouldCreateTask"
"","39758","Should edit task","","Tue Aug 25 07:58:17 UTC 2026","passed","Tue Aug 25 07:58:57 UTC 2026","","test.desktop.editTask.EditTaskTest","test.desktop.editTask.EditTaskTest","shouldEditTask"
"","15813","Should delete task","","Tue Aug 25 07:58:18 UTC 2026","passed","Tue Aug 25 07:58:34 UTC 2026","","test.mobile.deleteTask.DeleteTaskTest","test.mobile.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","16848","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Tue Aug 25 07:58:17 UTC 2026","passed","Tue Aug 25 07:58:34 UTC 2026","","test.mobile.translation.LanguageSupportTest","test.mobile.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","35468","Should create task","","Tue Aug 25 07:58:18 UTC 2026","passed","Tue Aug 25 07:58:53 UTC 2026","","test.desktop.createTask.CreateTaskTest","test.desktop.createTask.CreateTaskTest","shouldCreateTask"
"","25965","Should view task info","","Tue Aug 25 07:58:18 UTC 2026","passed","Tue Aug 25 07:58:44 UTC 2026","","test.mobile.taskInfo.TaskInfoTest","test.mobile.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","26357","Should edit task","","Tue Aug 25 07:58:18 UTC 2026","passed","Tue Aug 25 07:58:44 UTC 2026","","test.mobile.editTask.EditTaskTest","test.mobile.editTask.EditTaskTest","shouldEditTask"
"","35378","Should view task info","","Tue Aug 25 07:58:17 UTC 2026","passed","Tue Aug 25 07:58:52 UTC 2026","","test.desktop.taskInfo.TaskInfoTest","test.desktop.taskInfo.TaskInfoTest","shouldViewTaskInfo"
