"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33919","Should delete task","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:15 UTC 2026","","test.desktop.deleteTask.DeleteTaskTest","test.desktop.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","33258","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:14 UTC 2026","","test.mobile.translation.LanguageSupportTest","test.mobile.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","22957","Should edit task","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:04 UTC 2026","","test.desktop.editTask.EditTaskTest","test.desktop.editTask.EditTaskTest","shouldEditTask"
"","15429","Should delete task","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:23:57 UTC 2026","","test.mobile.deleteTask.DeleteTaskTest","test.mobile.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","37609","Should view task info","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:19 UTC 2026","","test.mobile.taskInfo.TaskInfoTest","test.mobile.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","24247","Should edit task","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:05 UTC 2026","","test.mobile.editTask.EditTaskTest","test.mobile.editTask.EditTaskTest","shouldEditTask"
"","32276","Should create task","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:13 UTC 2026","","test.mobile.createTask.CreateTaskTest","test.mobile.createTask.CreateTaskTest","shouldCreateTask"
"","24949","Should create task","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:06 UTC 2026","","test.desktop.createTask.CreateTaskTest","test.desktop.createTask.CreateTaskTest","shouldCreateTask"
"","38012","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:19 UTC 2026","","test.desktop.translation.LanguageSupportTest","test.desktop.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","33643","Should view task info","","Mon Jul 06 08:23:41 UTC 2026","passed","Mon Jul 06 08:24:14 UTC 2026","","test.desktop.taskInfo.TaskInfoTest","test.desktop.taskInfo.TaskInfoTest","shouldViewTaskInfo"
