"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36916","Should delete task","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:25 UTC 2026","","test.desktop.deleteTask.DeleteTaskTest","test.desktop.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","25901","Should view task info","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:14 UTC 2026","","test.mobile.taskInfo.TaskInfoTest","test.mobile.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","39704","Should create task","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:27 UTC 2026","","test.desktop.createTask.CreateTaskTest","test.desktop.createTask.CreateTaskTest","shouldCreateTask"
"","25513","Should edit task","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:14 UTC 2026","","test.desktop.editTask.EditTaskTest","test.desktop.editTask.EditTaskTest","shouldEditTask"
"","26847","Should view task info","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:15 UTC 2026","","test.desktop.taskInfo.TaskInfoTest","test.desktop.taskInfo.TaskInfoTest","shouldViewTaskInfo"
"","26249","Should create task","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:15 UTC 2026","","test.mobile.createTask.CreateTaskTest","test.mobile.createTask.CreateTaskTest","shouldCreateTask"
"","16538","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:05 UTC 2026","","test.desktop.translation.LanguageSupportTest","test.desktop.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
"","39506","Should edit task","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:27 UTC 2026","","test.mobile.editTask.EditTaskTest","test.mobile.editTask.EditTaskTest","shouldEditTask"
"","15483","Should delete task","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:04 UTC 2026","","test.mobile.deleteTask.DeleteTaskTest","test.mobile.deleteTask.DeleteTaskTest","shouldDeleteTask"
"","35906","Should switch all UI text and status/priority tag values to Spanish when ES is selected","","Wed Jul 08 22:24:48 UTC 2026","passed","Wed Jul 08 22:25:24 UTC 2026","","test.mobile.translation.LanguageSupportTest","test.mobile.translation.LanguageSupportTest","shouldSwitchUIToSpanishWhenESSelected"
